"","ecatalogue_key","irn","RegRegistrationNumber","Class","Order","Family","binomial","ScientificName","TypeStatus","Country","Locality","Extent_km","Certainty_Percent","Type","Notes","geometry"
"118",19421,3347385,"1976.1376-1377","Amphibia","Anura","Microhylidae","Otophryne_pyburni","Otophryne pyburni Campbell and Clarke, 1998","paratypes","Colombia","Wacara, Vaupes, Colombia",255.62,25,"2.2","Copied from Naomi. Vaup�s. Extent furthest point from centroid within Vaup�s department (Amazonas Region), as defined by Google Maps boundaries. Gave 25% certainty score as boundaries for this location as Wacara could not be located within Vaupes.",c(-70.74346, 0.710146)
"119",36891,3633462,"1947.2.16.95","Amphibia","Anura","Ranidae","Pristimantis_erythropleura","Eleutherodactylus erythropleura (Boulenger,  1896)","holotype","Colombia","Cali",18.78,100,"2.3.","City, centroid found by googling 'Cali, colombia'. Extent was measured using centroid and extent polygon provided by google earth. High certainty as no naming conflicts.",c(-76.532552, 3.450863)
"120",10187,3343765,"1947.2.15.45","Amphibia","Anura","Bufonidae","Atelopus_ignescens","Atelopus ignescens (Cornalia, 1849)","syntype","Ecuador","Quito, [Ecuador]",26.61,25,"2.3","Copied from Naomi. Quito. Extent furthest point from centroid within the city of Quito, as defined by Google Maps boundaries. Boundaries of the city seemed dubious which is why I give this a 25% certainty. ",c(-78.45252, -0.175608)
"121",45833,1927242,"1878.1.25.16","Amphibia","Anura","Centrolenidae","Centrolene_buckleyi","Centrolenella buckleyi","Types","Ecuador","Intac (Provincia Imbabura, Ecuador)",27.01,50,"2.6","Google maps, earth and web searched Intac for no results, however Intag appears, so I think likely misspelling (Intag as opposed to Intac, Intag is in the correct province). Provides secondary problem as Intag is a region named after a river which passes through it. region also contains the Intag Cloud Forest Reserve (also called Cotacachi Cayapas Reserve), which would be a likely area for collection becasue of high biodiversity. Further googling found a species description from 1997 (https://species.wikimedia.org/wiki/Pristimantis_pteridophilus) of a similar locality description, leading me to believe Intac and Intag are interchangable spellings for a large ecoregion. Possible correct total description is Cordillera de Intac, which translates (google translate) to Mountain Range of Intac. Centroid coordinates are based on where google auto pin drops for 'Intag, Imbabura Province, Ecuador', extent is measured to encompass the cloud forest within the borders of Imbabura province, (borders provided by google maps) and the locality found from this spp record ( https://species.wikimedia.org/wiki/Pristimantis_pteridophilus ), measured to the foothills of that mountain range,  as this should encompass all of the region where collection was likely. Certainty is reduced as different spelling and google searching produces serveral possible areas for the locality description, but still high as extent covers most if not all of the area which could be described by the locality description.    ",c(-78.543343, 0.33322)
"122",45836,1927243,"1880.12.5.201","Amphibia","Anura","Centrolenidae","Centrolene_buckleyi","Centrolenella buckleyi","Types","Ecuador","Paitanga",3.69,50,"2.2","Copied from Naomi. Pallatanga. Extent furthest point from centroid within Pallatanga district, as defined by Google Maps boundaries. I gave a 50% certainty score since orginal name was transcribed incorrectly and district boundaries for this area have likely changed.",c(-78.9739, -2.020494)
"123",45848,1925336,"1947.2.12.99","Amphibia","Anura","Hylidae","Boana_cinerascens","Hyla granosa","Cotype","Ecuador","Canelos",0.68081,25,"2.2","Copied from Naomi. Canelos. This area was quite rural with no defined borders on Google map and no images of houses, so following protocol I measured half of the extent to the nearest named place.",c(-77.746554, -1.589437)
"124",45849,1925337,"1880.12.5.181","Amphibia","Anura","Hylidae","Boana_cinerascens","Hyla granosa","Cotype","Ecuador","Canelos",0.68081,25,"2.2","Copied from Naomi. Canelos. This area was quite rural with no defined borders on Google map and no images of houses, so following protocol I measured half of the extent to the nearest named place.",c(-77.746554, -1.589437)
"125",63034,1926443,"1947.2.31.19","Amphibia","Anura","Hylidae","Gastrotheca_plumbea","Gastrotheca plumbeum","Holotype","Ecuador","Intac",58.15,50,"2.6","Google maps, earth and web searched Intac for no results, however Intag appears, so I think likely misspelling (Intag as opposed to Intac, Intag is in the correct province). Provides secondary problem as Intag is a region named after a river which passes through it. region also contains the Intag Cloud Forest Reserve (also called Cotacachi Cayapas Reserve), which would be a likely area for collection becasue of high biodiversity. Further googling found a species description from 1997 (https://species.wikimedia.org/wiki/Pristimantis_pteridophilus) of a similar locality description, leading me to believe Intac and Intag are interchangable spellings for a large ecoregion. Possible correct total description is Cordillera de Intac, which translates (google translate) to Mountain Range of Intac. Centroid coordinates are based on where google auto pin drops for 'Intag, Imbabura Province, Ecuador', extent is measured to encompass the whole of the cloud forest, (borders of which were determined to be the foothills of continuous mountains) and the locality found from this spp record ( https://species.wikimedia.org/wiki/Pristimantis_pteridophilus ), as this should encompass all of the region where collection was likely. Certainty is reduced as different spelling and google searching produces serveral possible areas for the locality description, but still high as extent covers most if not all of the area which could be described by the locality description.    ",c(-78.543343, 0.33322)
"126",59345,1926403,"1931.2.12.5-9","Amphibia","Anura","Hylidae","Gastrotheca_lojana","Gastrotheca lojana","Paratypes","Ecuador","Loja",5.05,100,"2.3","Locality description followed by 'Ecuador' entered into google maps, coordinates take from 'whats here' pin (default google centroid). Extent measured from there to the furthest point of the extent polygon provided be google maps. High certainty as no naming conflicts appeared in search, and extent overestimates in some dimensions.",c(-79.211297, -4.008282)
"127",59350,1926405,"1930.10.12.6-7","Amphibia","Anura","Hylidae","Gastrotheca_lojana","Gastrotheca lojana","Paratypes","Ecuador","Loja",5.05,100,"2.3","Locality description followed by 'Ecuador' entered into google maps, coordinates take from 'whats here' pin (default google centroid). Extent measured from there to the furthest point of the extent polygon provided be google maps. High certainty as no naming conflicts appeared in search, and extent overestimates in some dimensions.",c(-79.211297, -4.008282)
"128",59359,1926407,"1931.2.12.4","Amphibia","Anura","Hylidae","Gastrotheca_lojana","Gastrotheca lojana","Paratypes","Ecuador","Loja",5.05,100,"2.3","Locality description followed by 'Ecuador' entered into google maps, coordinates take from 'whats here' pin (default google centroid). Extent measured from there to the furthest point of the extent polygon provided be google maps. High certainty as no naming conflicts appeared in search, and extent overestimates in some dimensions.",c(-79.211297, -4.008282)
"129",59360,1926409,"1930.10.12.1-5","Amphibia","Anura","Hylidae","Gastrotheca_lojana","Gastrotheca lojana","Paratypes","Ecuador","Loja",5.05,100,"2.3","Locality description followed by 'Ecuador' entered into google maps, coordinates take from 'whats here' pin (default google centroid). Extent measured from there to the furthest point of the extent polygon provided be google maps. High certainty as no naming conflicts appeared in search, and extent overestimates in some dimensions.",c(-79.211297, -4.008282)
"130",45853,1925650,"1880.12.5.214","Amphibia","Anura","Hylidae","Dendropsophus_parviceps","Hyla parviceps","Type","Ecuador","Sarayacu",8.9,25,"2.2","Copied from Naomi. Sarayaku. This area was quite rural with no defined borders on Google map and no images of houses, so following protocol I measured half of the extent to the nearest named place (Pacayacu).",c(-77.483376, -1.733333)
"131",45860,1926106,"1880.12.5.172","Amphibia","Anura","Hylidae","Tepuihyla_tuberculosa","Hyla tuberculosa","Type","Ecuador","Canelos",0.68081,25,"2.2","Copied from Naomi. Canelos. This area was quite rural with no defined borders on Google map and no images of houses, so following protocol I measured half of the extent to the nearest named place.",c(-77.746554, -1.589437)
"132",45861,1926326,"1878.1.25.21","Amphibia","Anura","Hylidae","Gastrotheca_guentheri","Amphignathodon guentheri","Type","Ecuador","Intac",58.15,50,"2.6","Google maps, earth and web searched Intac for no results, however Intag appears, so I think likely misspelling (Intag as opposed to Intac, Intag is in the correct province). Provides secondary problem as Intag is a region named after a river which passes through it. region also contains the Intag Cloud Forest Reserve (also called Cotacachi Cayapas Reserve), which would be a likely area for collection becasue of high biodiversity. Further googling found a species description from 1997 (https://species.wikimedia.org/wiki/Pristimantis_pteridophilus) of a similar locality description, leading me to believe Intac and Intag are interchangable spellings for a large ecoregion. Possible correct total description is Cordillera de Intac, which translates (google translate) to Mountain Range of Intac. Centroid coordinates are based on where google auto pin drops for 'Intag, Imbabura Province, Ecuador', extent is measured to encompass the whole of the cloud forest, (borders of which were determined to be the foothills of continuous mountains) and the locality found from this spp record ( https://species.wikimedia.org/wiki/Pristimantis_pteridophilus ), as this should encompass all of the region where collection was likely. Certainty is reduced as different spelling and google searching produces serveral possible areas for the locality description, but still high as extent covers most if not all of the area which could be described by the locality description.    ",c(-78.543343, 0.33322)
"133",45879,1926827,"1880.12.5.230","Amphibia","Anura","Hylidae","Agalychnis_buckleyi","Phyllomedusa buckleyi","Type","Ecuador","Sarayacu",8.9,25,"2.2","Copied from Naomi. Sarayaku. This area was quite rural with no defined borders on Google map and no images of houses, so following protocol I measured half of the extent to the nearest named place (Pacayacu).",c(-77.483376, -1.733333)
"134",76841,1925690,"1898.10.26.27","Amphibia","Anura","Hylidae","Boana_picturata","Hyla picturata","Type","Ecuador","Paramba, W. Ecuador",2.51,25,"2.3","Centroid taken from google maps pin drop (coordinates originally found on https://geographic.org/geographic_names/name.php?uni=-1378020&fid=1588&c=ecuador coords in degrees/minutes/seconds format put into google web search to find locality. Extent is difficult to measure as the satellite images are of low quality, so it is difficult to determine where buildings are. However, lighter patches of ground are likley to indicate clearings in the forest, and some of those correspond to named buisnesses, so I am taking light sandy coloured areas to represent builds and basing extent off of that. Lower certainty as extent was difficult to measure.",c(-78.35, 0.816667)
"135",76848,1926397,"1947.2.22.49","Amphibia","Anura","Hylidae","Gastrotheca_cornuta","Gastrotheca cornutum","Type","Ecuador","Cachabe",97.45,25,"2.2","Copied from Naomi. Esmeraldas Province (Provincia de Esmeraldas). Cachabi (Cachabe) was not able to be located reliably, so used centroid of Esmeraldas Province and measured extent out to further point of Google Maps boundaries.",c(-79.23442, 0.722029)
"136",76894,1926395,"1898.4.28.162","Amphibia","Anura","Hylidae","Gastrotheca_cornuta","Gastrotheca cornutum","Type","Ecuador","Cachabe",97.45,25,"2.2","Copied from Naomi. Esmeraldas Province (Provincia de Esmeraldas). Cachabi (Cachabe) was not able to be located reliably, so used centroid of Esmeraldas Province and measured extent out to further point of Google Maps boundaries.",c(-79.23442, 0.722029)
"137",45837,1924603,"1880.12.5.245","Amphibia","Anura","Hylidae","Osteocephalus_alboguttatus","Hyla alboguttata","Types","Ecuador","Sarayacu",8.9,25,"2.2","Copied from Naomi. Sarayaku. This area was quite rural with no defined borders on Google map and no images of houses, so following protocol I measured half of the extent to the nearest named place (Pacayacu).",c(-77.483376, -1.733333)
"138",45838,1924646,"1880.12.5.230","Amphibia","Anura","Hylidae","Hyloscirtus_albopunctulatus","Hyla albopunctulata","Types","Ecuador","Sarayacu",8.9,25,"2.2","Copied from Naomi. Sarayaku. This area was quite rural with no defined borders on Google map and no images of houses, so following protocol I measured half of the extent to the nearest named place (Pacayacu).",c(-77.483376, -1.733333)
"139",45862,1926420,"1947.2.31.4","Amphibia","Anura","Hylidae","Gastrotheca_longipes","Gastrotheca longipes","Types","Ecuador","Canelos",0.68081,25,"2.2","Copied from Naomi. Canelos. This area was quite rural with no defined borders on Google map and no images of houses, so following protocol I measured half of the extent to the nearest named place.",c(-77.746554, -1.589437)
"140",45863,1926421,"1880.12.5.169","Amphibia","Anura","Hylidae","Gastrotheca_longipes","Gastrotheca longipes","Types","Ecuador","Canelos",0.68081,25,"2.2","Copied from Naomi. Canelos. This area was quite rural with no defined borders on Google map and no images of houses, so following protocol I measured half of the extent to the nearest named place.",c(-77.746554, -1.589437)
"141",45864,1926422,"1947.2.31.5","Amphibia","Anura","Hylidae","Gastrotheca_longipes","Gastrotheca longipes","Types","Ecuador","Sarayacu",8.9,25,"2.2","Copied from Naomi. Sarayaku. This area was quite rural with no defined borders on Google map and no images of houses, so following protocol I measured half of the extent to the nearest named place (Pacayacu).",c(-77.483376, -1.733333)
"142",45872,1926567,"1880.12.5.184-189","Amphibia","Anura","Hylidae","Osteocephalus_buckleyi","Osteocephalus buckleyi","Types","Ecuador","Canelos",0.68081,25,"2.2","Copied from Naomi. Canelos. This area was quite rural with no defined borders on Google map and no images of houses, so following protocol I measured half of the extent to the nearest named place.",c(-77.746554, -1.589437)
"143",45873,1926568,"1880.12.5.238","Amphibia","Anura","Hylidae","Osteocephalus_buckleyi","Osteocephalus buckleyi","Types","Ecuador","Sarayacu",8.9,25,"2.2","Copied from Naomi. Sarayaku. This area was quite rural with no defined borders on Google map and no images of houses, so following protocol I measured half of the extent to the nearest named place (Pacayacu).",c(-77.483376, -1.733333)
"144",45874,1926569,"1880.12.5.215-217","Amphibia","Anura","Hylidae","Osteocephalus_buckleyi","Osteocephalus buckleyi","Types","Ecuador","Sarayacu",8.9,25,"2.2","Copied from Naomi. Sarayaku. This area was quite rural with no defined borders on Google map and no images of houses, so following protocol I measured half of the extent to the nearest named place (Pacayacu).",c(-77.483376, -1.733333)
"145",76843,1925870,"1898.4.28.147-151","Amphibia","Anura","Hylidae","Boana_rosenbergi","Hyla rosenbergii","Types","Ecuador","Cachabe",97.45,25,"2.2","Copied from Naomi. Esmeraldas Province (Provincia de Esmeraldas). Cachabi (Cachabe) was not able to be located reliably, so used centroid of Esmeraldas Province and measured extent out to further point of Google Maps boundaries.",c(-79.23442, 0.722029)
"146",76845,1926388,"1898.4.28.160-161","Amphibia","Anura","Hylidae","Gastrotheca_angustifrons","Gastrotheca angustifrons","Types","Ecuador","Cachabe",97.45,25,"2.2","Copied from Naomi. Esmeraldas Province (Provincia de Esmeraldas). Cachabi (Cachabe) was not able to be located reliably, so used centroid of Esmeraldas Province and measured extent out to further point of Google Maps boundaries.",c(-79.23442, 0.722029)
"147",76886,1926386,"1947.2.22.38-39","Amphibia","Anura","Hylidae","Gastrotheca_angustifrons","Gastrotheca angustifrons","Types","Ecuador","Cachabe",97.45,25,"2.2","Copied from Naomi. Esmeraldas Province (Provincia de Esmeraldas). Cachabi (Cachabe) was not able to be located reliably, so used centroid of Esmeraldas Province and measured extent out to further point of Google Maps boundaries.",c(-79.23442, 0.722029)
"148",6210,1949190,"1926.12.4.1","Amphibia","Anura","Leptodactylidae","Hypodactylus_peraccai","Phrynopus peraccai Lynch, 1975","Cotype","Ecuador","Papallacta",452.53,25,"2.2","Copied from Naomi. Papallacta. Extent furthest point from centroid within Papallacta district, as defined by Google Maps boundaries. I gave 25% certainty as borders have likely changed.",c(-78.1416, -0.377427)
"149",1516,3633358,"1947.2.15.82","Amphibia","Anura","Leptodactylidae","Diasporus_gularis","Eleutherodactylus gularis (Boulenger, 1898)","holotype","Ecuador","Cachabe",97.45,25,"2.2","Copied from Naomi. Esmeraldas Province (Provincia de Esmeraldas). Cachabi (Cachabe) was not able to be located reliably, so used centroid of Esmeraldas Province and measured extent out to further point of Google Maps boundaries.",c(-79.23442, 0.722029)
"150",34173,3633336,"1947.2.15.69","Amphibia","Anura","Leptodactylidae","Pristimantis_achatinus","Eleutherodactylus achatinus (Boulenger,  1898)","holotype","Ecuador","Cachabi | Cachabe, Prov. Esmeraldas, Ecuador",97.45,25,"2.2","Copied from Naomi. Esmeraldas Province (Provincia de Esmeraldas). Cachabi (Cachabe) was not able to be located reliably, so used centroid of Esmeraldas Province and measured extent out to further point of Google Maps boundaries.",c(-79.23442, 0.722029)
"151",41673,3634190,"1971.1797","Amphibia","Anura","Leptodactylidae","Pristimantis_lanthanites","Eleutherodactylus lanthanites Lynch, 1975","paratype","Ecuador","Santa Cecilia",108.46,50,"2.2","Copied from Naomi. Napo. Extent furthest point from centroid within Napo province (Provincia de Napo), as defined by Google Maps boundaries. I gave 50% certainty as borders have likely changed and because Santa Cecilia could not be located; Google gave Santa Cecilia as also being a church in Quito, however, since this specimen was collected at the same time and same person as the 'Santa Cecili, Napo' records I am determining this specimen as also being from Napo district.",c(-77.936118, -0.0632407)
"152",41682,3634188,"1971.1796","Amphibia","Anura","Leptodactylidae","Pristimantis_lanthanites","Eleutherodactylus lanthanites Lynch, 1975","paratype","Ecuador","Santa Cecilia",108.46,50,"2.2","Copied from Naomi. Napo. Extent furthest point from centroid within Napo province (Provincia de Napo), as defined by Google Maps boundaries. I gave 50% certainty as borders have likely changed and because Santa Cecilia could not be located; Google gave Santa Cecilia as also being a church in Quito, however, since this specimen was collected at the same time and same person as the 'Santa Cecili, Napo' records I am determining this specimen as also being from Napo district.",c(-77.936118, -0.0632407)
"153",59365,1947440,"1931.2.12.3","Amphibia","Anura","Leptodactylidae","Pristimantis_lymani","Eleutherodactylus carrioni","Paratype","Ecuador","Loja",5.05,100,"2.3","Locality description followed by 'Ecuador' entered into google maps, coordinates take from 'whats here' pin (default google centroid). Extent measured from there to the furthest point of the extent polygon provided be google maps. High certainty as no naming conflicts appeared in search, and extent overestimates in some dimensions.",c(-79.211297, -4.008282)
"154",59371,1947438,"1931.2.12.2","Amphibia","Anura","Leptodactylidae","Pristimantis_lymani","Eleutherodactylus carrioni","Paratype","Ecuador","Loja",5.05,100,"2.3","Locality description followed by 'Ecuador' entered into google maps, coordinates take from 'whats here' pin (default google centroid). Extent measured from there to the furthest point of the extent polygon provided be google maps. High certainty as no naming conflicts appeared in search, and extent overestimates in some dimensions.",c(-79.211297, -4.008282)
"155",2706,1947681,"1971.1796","Amphibia","Anura","Leptodactylidae","Pristimantis_lanthanites","Eleutherodactylus lanthanites Lynch, 1975","Paratypes","Ecuador","Santa Cecilia, Napo",108.46,50,"2.2","Copied from Naomi. Napo. Extent furthest point from centroid within Napo province (Provincia de Napo), as defined by Google Maps boundaries. I gave 50% certainty as borders have likely changed and because Santa Cecilia could not be located; Google gave Santa Cecilia as also being a church in Quito, however, since this specimen was collected at the same time and same person as the 'Santa Cecili, Napo' records I am determining this specimen as also being from Napo district.",c(-77.936118, -0.0632407)
"156",10601,1947682,"1971.1797","Amphibia","Anura","Leptodactylidae","Pristimantis_lanthanites","Eleutherodactylus lanthanites Lynch, 1975","Paratypes","Ecuador","Santa Cecilia, Napo",108.46,50,"2.2","Copied from Naomi. Napo. Extent furthest point from centroid within Napo province (Provincia de Napo), as defined by Google Maps boundaries. I gave 50% certainty as borders have likely changed and because Santa Cecilia could not be located; Google gave Santa Cecilia as also being a church in Quito, however, since this specimen was collected at the same time and same person as the 'Santa Cecili, Napo' records I am determining this specimen as also being from Napo district.",c(-77.936118, -0.0632407)
"157",21165,1947683,"1971.1798-1799","Amphibia","Anura","Leptodactylidae","Pristimantis_lanthanites","Eleutherodactylus lanthanites Lynch, 1975","Paratypes","Ecuador","Santa Cecilia, Napo",108.46,50,"2.2","Copied from Naomi. Napo. Extent furthest point from centroid within Napo province (Provincia de Napo), as defined by Google Maps boundaries. I gave 50% certainty as borders have likely changed and because Santa Cecilia could not be located; Google gave Santa Cecilia as also being a church in Quito, however, since this specimen was collected at the same time and same person as the 'Santa Cecili, Napo' records I am determining this specimen as also being from Napo district.",c(-77.936118, -0.0632407)
"158",41674,3634192,"1971.1798-1799","Amphibia","Anura","Leptodactylidae","Pristimantis_lanthanites","Eleutherodactylus lanthanites Lynch, 1975","paratypes","Ecuador","Santa Cecilia",108.46,50,"2.2","Copied from Naomi. Napo. Extent furthest point from centroid within Napo province (Provincia de Napo), as defined by Google Maps boundaries. I gave 50% certainty as borders have likely changed and because Santa Cecilia could not be located; Google gave Santa Cecilia as also being a church in Quito, however, since this specimen was collected at the same time and same person as the 'Santa Cecili, Napo' records I am determining this specimen as also being from Napo district.",c(-77.936118, -0.0632407)
"159",14059,3633480,"1947.2.17.9","Amphibia","Anura","Leptodactylidae","Pristimantis_unistrigatus","Eleutherodactylus unistrigatus (Gunther,  1859)","syntype","Ecuador","W. Ecuador",270.43,50,"2.2","Copied from Naomi. Manab� Province. Extent measured from furthest point from centroid of Manab� Province in West Ecuador. 50% certainty as West Ecuador is vast.",c(-79.894616, -0.767578)
"160",36811,3633488,"1947.2.17.25","Amphibia","Anura","Leptodactylidae","Pristimantis_surdus","Eleutherodactylus surdus (Boulenger, 1882)","syntype","Ecuador","West Ecuador",270.43,50,"2.2","Copied from Naomi. Manab� Province. Extent measured from furthest point from centroid of Manab� Province in West Ecuador. 50% certainty as West Ecuador is vast.",c(-79.894616, -0.767578)
"161",80001,3633486,"1947.2.17.24","Amphibia","Anura","Leptodactylidae","Pristimantis_curtipes","Eleutherodactylus whymperi (Boulenger, 1882)","syntype","Ecuador","Cotocachi",2.02,50,"2.3","Copied from Naomi. Cotocachi. Extent furthest point from centroid within Cotocachi town (Imbabura Province), as defined by Google Maps boundaries.",c(-78.269606, 0.302938)
"162",3034,3633476,"1947.2.17.5-6","Amphibia","Anura","Leptodactylidae","Pristimantis_vertebralis","Eleutherodactylus vertebralis (Boulenger,  1886)","syntypes","Ecuador","Intac",58.15,50,"2.6","Google maps, earth and web searched Intac for no results, however Intag appears, so I think likely misspelling (Intag as opposed to Intac, Intag is in the correct province). Provides secondary problem as Intag is a region named after a river which passes through it. region also contains the Intag Cloud Forest Reserve (also called Cotacachi Cayapas Reserve), which would be a likely area for collection becasue of high biodiversity. Further googling found a species description from 1997 (https://species.wikimedia.org/wiki/Pristimantis_pteridophilus) of a similar locality description, leading me to believe Intac and Intag are interchangable spellings for a large ecoregion. Possible correct total description is Cordillera de Intac, which translates (google translate) to Mountain Range of Intac. Centroid coordinates are based on where google auto pin drops for 'Intag, Imbabura Province, Ecuador', extent is measured to encompass the whole of the cloud forest, (borders of which were determined to be the foothills of continuous mountains) and the locality found from this spp record ( https://species.wikimedia.org/wiki/Pristimantis_pteridophilus ), as this should encompass all of the region where collection was likely. Certainty is reduced as different spelling and google searching produces serveral possible areas for the locality description, but still high as extent covers most if not all of the area which could be described by the locality description.    ",c(-78.543343, 0.33322)
"163",16471,3633478,"1947.2.17.7-8","Amphibia","Anura","Leptodactylidae","Pristimantis_unistrigatus","Eleutherodactylus unistrigatus (Gunther,  1859)","syntypes","Ecuador","W. Ecuador",270.43,50,"2.2","Copied from Naomi. Manab� Province. Extent measured from furthest point from centroid of Manab� Province in West Ecuador. 50% certainty as West Ecuador is vast.",c(-79.894616, 0.302938)
"164",34174,3633326,"1947.2.15.56-60","Amphibia","Anura","Leptodactylidae","Craugastor_longirostris","Eleutherodactylus longirostris (Boulenger,  1898)","syntypes","Ecuador","Cachabi | Cachabe, Prov. Esmeraldas, Ecuador",97.45,25,"2.2","Copied from Naomi. Esmeraldas Province (Provincia de Esmeraldas). Cachabi (Cachabe) was not able to be located reliably, so used centroid of Esmeraldas Province and measured extent out to further point of Google Maps boundaries.",c(-79.23442, 0.722029)
"165",34189,3633332,"1947.2.15.66-67","Amphibia","Anura","Leptodactylidae","Pristimantis_latidiscus","Eleutherodactylus latidiscus (Boulenger,  1898)","syntypes","Ecuador","Cachabi | Cachabe, Province Esmeraldas,  Ecuador",97.45,25,"2.2","Copied from Naomi. Esmeraldas Province (Provincia de Esmeraldas). Cachabi (Cachabe) was not able to be located reliably, so used centroid of Esmeraldas Province and measured extent out to further point of Google Maps boundaries.",c(-79.23442, 0.722029)
"166",34662,3633386,"1947.2.16.8-10","Amphibia","Anura","Leptodactylidae","Strabomantis_anomalus","Eleutherodactylus anomalus (Boulenger, 1898)","syntypes","Ecuador","Cachabe | W. Ecuador",97.45,25,"2.2","Copied from Naomi. Esmeraldas Province (Provincia de Esmeraldas). Cachabi (Cachabe) was not able to be located reliably, so used centroid of Esmeraldas Province and measured extent out to further point of Google Maps boundaries.",c(-79.23442, 0.722029)
"167",36399,3631846,"1878.1.25.40-44","Amphibia","Anura","Leptodactylidae","Pristimantis_buckleyi","Eleutherodactylus buckleyi (Boulenger, 1882)","syntypes","Ecuador","Intac",58.15,50,"2.6","Google maps, earth and web searched Intac for no results, however Intag appears, so I think likely misspelling (Intag as opposed to Intac, Intag is in the correct province). Provides secondary problem as Intag is a region named after a river which passes through it. region also contains the Intag Cloud Forest Reserve (also called Cotacachi Cayapas Reserve), which would be a likely area for collection becasue of high biodiversity. Further googling found a species description from 1997 (https://species.wikimedia.org/wiki/Pristimantis_pteridophilus) of a similar locality description, leading me to believe Intac and Intag are interchangable spellings for a large ecoregion. Possible correct total description is Cordillera de Intac, which translates (google translate) to Mountain Range of Intac. Centroid coordinates are based on where google auto pin drops for 'Intag, Imbabura Province, Ecuador', extent is measured to encompass the whole of the cloud forest, (borders of which were determined to be the foothills of continuous mountains) and the locality found from this spp record ( https://species.wikimedia.org/wiki/Pristimantis_pteridophilus ), as this should encompass all of the region where collection was likely. Certainty is reduced as different spelling and google searching produces serveral possible areas for the locality description, but still high as extent covers most if not all of the area which could be described by the locality description.    ",c(-78.543343, 0.33322)
"168",4012,1947328,"1898.4.28.106","Amphibia","Anura","Leptodactylidae","Pristimantis_achatinus","Eleutherodactylus achatinus (Boulenger,  1898)","Type","Ecuador","Cachabe",97.45,25,"2.2","Copied from Naomi. Esmeraldas Province (Provincia de Esmeraldas). Cachabi (Cachabe) was not able to be located reliably, so used centroid of Esmeraldas Province and measured extent out to further point of Google Maps boundaries.",c(-79.23442, 0.722029)
"169",18765,1947632,"1898.4.28.107","Amphibia","Anura","Leptodactylidae","Diasporus_gularis","Eleutherodactylus gularis (Boulenger, 1898)","Type","Ecuador","Cachabe",97.45,25,"2.2","Copied from Naomi. Esmeraldas Province (Provincia de Esmeraldas). Cachabi (Cachabe) was not able to be located reliably, so used centroid of Esmeraldas Province and measured extent out to further point of Google Maps boundaries.",c(-79.23442, 0.722029)
"170",61712,1947914,"1860.6.16.106","Amphibia","Anura","Leptodactylidae","Pristimantis_surdus","Eleutherodactylus surdus (Boulenger, 1882)","Type","Ecuador","W. Ecuador",270.43,50,"2.2","Copied from Naomi. Manab� Province. Extent measured from furthest point from centroid of Manab� Province in West Ecuador. 50% certainty as West Ecuador is vast.",c(-79.894616, -0.767578)
"171",61749,1947929,"1860.6.16.97","Amphibia","Anura","Leptodactylidae","Pristimantis_unistrigatus","Eleutherodactylus unistrigatus (Gunther,  1859)","Type","Ecuador","W. Ecuador",270.43,50,"2.2","Copied from Naomi. Manab� Province. Extent measured from furthest point from centroid of Manab� Province in West Ecuador. 50% certainty as West Ecuador is vast.",c(-79.894616, -0.767578)
"172",61750,1947930,"1860.6.16.105","Amphibia","Anura","Leptodactylidae","Pristimantis_unistrigatus","Eleutherodactylus unistrigatus (Gunther,  1859)","Type","Ecuador","W. Ecuador",270.43,50,"2.2","Copied from Naomi. Manab� Province. Extent measured from furthest point from centroid of Manab� Province in West Ecuador. 50% certainty as West Ecuador is vast.",c(-79.894616, -0.767578)
"173",25266,1947357,"1898.4.28.110","Amphibia","Anura","Leptodactylidae","Pristimantis_chalceus","Eleutherodactylus areolatus","Type","Ecuador","Cachabe",97.45,25,"2.2","Copied from Naomi. Esmeraldas Province (Provincia de Esmeraldas). Cachabi (Cachabe) was not able to be located reliably, so used centroid of Esmeraldas Province and measured extent out to further point of Google Maps boundaries.",c(-79.23442, 0.722029)
"174",59361,1947436,"1931.2.12.1","Amphibia","Anura","Leptodactylidae","Pristimantis_lymani","Eleutherodactylus carrioni","Type","Ecuador","Loja",5.05,100,"2.3","Locality description followed by 'Ecuador' entered into google maps, coordinates take from 'whats here' pin (default google centroid). Extent measured from there to the furthest point of the extent polygon provided be google maps. High certainty as no naming conflicts appeared in search, and extent overestimates in some dimensions.",c(-79.211297, -4.008282)
"175",4266,1947353,"1898.4.28.98-100","Amphibia","Anura","Leptodactylidae","Strabomantis_anomalus","Eleutherodactylus anomalus (Boulenger, 1898)","Types","Ecuador","Cachabe",97.45,25,"2.2","Copied from Naomi. Esmeraldas Province (Provincia de Esmeraldas). Cachabi (Cachabe) was not able to be located reliably, so used centroid of Esmeraldas Province and measured extent out to further point of Google Maps boundaries.",c(-79.23442, 0.722029)
"176",10300,1947697,"1898.4.28.101-105","Amphibia","Anura","Leptodactylidae","Craugastor_longirostris","Eleutherodactylus longirostris (Boulenger,  1898)","Types","Ecuador","Cachabe",97.45,25,"2.2","Copied from Naomi. Esmeraldas Province (Provincia de Esmeraldas). Cachabi (Cachabe) was not able to be located reliably, so used centroid of Esmeraldas Province and measured extent out to further point of Google Maps boundaries.",c(-79.23442, 0.722029)
