ecatalogue_key,irn,RegRegistrationNumber,Class,Order,Family,UpdatedScientificName,ScientificName,TypeStatus,Country,Locality,Latitude,Longitude,Extent_km,Certainty_Percent,Type,Notes
71734,1947990,1936.4.2.9,Amphibia,Anura,Leptodactylidae,Pristimantis zeuctotylus,"Eleutherodactylus zeuctotylus Lynch and  Hoogmoed, 1977",Paratype,British Guiana,Upper New River,,,,,,
8019,1948833,1925.11.4.23,Amphibia,Anura,Leptodactylidae,Leptodactylus rugosus,Leptodactylus rugosus,Paratype,British Guiana,"Near Kaieteur Falls, S. America",,,,,,
50440,1947470,1936.9.3.15,Amphibia,Anura,Leptodactylidae,Pristimantis chiastonotus,Eleutherodactylus chiastonotus,Paratype,British Guiana,King Frederick William Falls,,,,,,
50444,1947987,1939.1.1.22-23,Amphibia,Anura,Leptodactylidae,Pristimantis zeuctotylus,"Eleutherodactylus zeuctotylus Lynch and  Hoogmoed, 1977",Paratypes,British Guiana,"New River, 750ft",,,,,,
50445,1947988,1936.9.3.13-14,Amphibia,Anura,Leptodactylidae,Pristimantis zeuctotylus,"Eleutherodactylus zeuctotylus Lynch and  Hoogmoed, 1977",Paratypes,British Guiana,King Frederick William Falls,,,,,,
10341,1947717,1899.3.25.19,Amphibia,Anura,Leptodactylidae,Pristimantis marmoratus,"Eleutherodactylus marmoratus (Boulenger,  1900)",Type,British Guiana,"Mt Roraima, 3500ft",,,,,,
803,3336937,1844.6.3.16,Amphibia,Anura,Bufonidae,Atelopus ignescens,"Atelopus ignescens (Cornalia, 1849)",syntype,Chile,Chili [=Chile],-37.852489,-71.373979,2246.66,100,2.1,"Coordinates taken from the country centroid sheet. Entered into google maps, to get pin drop. Extent measured from there to the furthest country border as shown on google maps using the measure distance tool. High certainty as locality is low resolution and relatively easy to determine."
31997,1880315,1947.2.21.96,Amphibia,Anura,Bufonidae,Nannophryne apolobambica,Bufo variegatus,Syntypes,Chile,Eden Harbour,-49.138973,-74.452947,3.82,50,2.3,"google maps searched locality descriptor followed by ‘chile’ to get centroid (google maps default, whats here pin drop). Extent measurement was tricky, as satellite images were of poor quality and showed no habitation at the provided pin drop (however google describes a hamlet in this natural bay). Extent was measured to encompass the furthest edges of the natural bay that best matches photos from the hamlet, as well as to the outer edge of the nearest habitation (which is likley to be the hamlet). Low certainty as I cannot be sure I got the entire hamlet, however I think my best guess in this case probably did. "
44179,1880312,1869.5.3.50-51,Amphibia,Anura,Bufonidae,Nannophryne apolobambica,Bufo variegatus,Syntypes,Chile,Puerto Bueno,-50.992412,-74.214505,0.88,75,2.7,"Locality description googled to get centroid (standard google maps, from whats here pin drop). Extent measured to furthest point of the bay (Puerto Bueno is a natural harbour), including the seaward edges of the bay entrance. Certainty reduced as range (based on https://amphibiaweb.org/cgi/amphib_query?where-genus=Batrachyla&where-species=leptopus berkelymapper) does not line up with locality. "
44180,1880314,1869.5.3.59,Amphibia,Anura,Bufonidae,Nannophryne apolobambica,Bufo variegatus,Syntypes,Chile,Puerto Grappler,-49.422993,-74.296859,1.52,75,2.7,"Locality description followed by ‘Chile’ google map searched, centroid taken from whats here pin placement. Extent measured to furthest edges of bay (Puerto Grappler is a natural port), furthest edge includes the seaward edge of the bay entrance. Reduced certainty as this isn’t much of a named place (no habitation in evidence), and satellite images are of low quality. "
35729,3633736,1962.629,Amphibia,Anura,Leptodactylidae,Chaltenobatrachus grandisonae,"Atelognathus grandisonae (Lynch, 1975)",holotype,Chile,"Plateau below south peak, Puerto Eden, Wellington Island",-49.138973,-74.452947,3.82,25,2.2,"Centroid taken from Puerto Eden, South Peak is not described anywhere in searches, so taking a best guess that south peak is the peak to the SW of the visible habitation that is likely to be puerto eden hamlet. There is a reasonable amount of flat ground that could be described as a plateau around this peak. Extent was measured from the centroid provided by google maps to the furthest habitation present in puerto eden (likely to be the edge of the hamlet), this radius comfortable covers any area of plateau below the mountain peak which is probably south peak. Low certainty as there are many mountain peaks with no names provided, so south peak could be further to the south still. "
35732,1949747,1962.629,Amphibia,Anura,Leptodactylidae,Chaltenobatrachus grandisonae,"Telmatobius grandisonae (Lynch, 1975)",Holotype,Chile,"Plateau below south peak, Puerto Eden, Wellington Island",-49.138973,-74.452947,3.82,25,2.2,"Centroid taken from Puerto Eden, South Peak is not described anywhere in searches, so taking a best guess that south peak is the peak to the SW of the visible habitation that is likely to be puerto eden hamlet. There is a reasonable amount of flat ground that could be described as a plateau around this peak. Extent was measured from the centroid provided by google maps to the furthest habitation present in puerto eden (likely to be the edge of the hamlet), this radius comfortable covers any area of plateau below the mountain peak which is probably south peak. Low certainty as there are many mountain peaks with no names provided, so south peak could be further to the south still. "
44375,3633534,1947.2.19.93,Amphibia,Anura,Leptodactylidae,Hylorina sylvatica,"Hylorhina sylvatica Bell, 1843",holotype,Chile,Chiloe,-42.609558,-73.93713,96.72,75,2.4,"Island off the coast of Chile, found by google maps searching locality description followed by 'Chile'. Google maps area polygons suggest that some smaller islands nearby are also part of this locality. However only one of these falls outside of the extent found by measuring the island that bears the name 'Chiloe' (centroid from 'whats here' placed on island name (i.e. google default centroid), extent measured from there to furtherst point of the polygon of the name bearing island). Due to the remotness of the only outside island I have excluded it as an unlikely collection locality. Certainty lowered due to island outside of polygon. "
35730,1949748,1962.628,Amphibia,Anura,Leptodactylidae,Chaltenobatrachus grandisonae,"Telmatobius grandisonae (Lynch, 1975)",Paratype,Chile,"Plateau below south peak, Puerto Eden, Wellington Island",-49.138973,-74.452947,3.82,25,2.2,"Centroid taken from Puerto Eden, South Peak is not described anywhere in searches, so taking a best guess that south peak is the peak to the SW of the visible habitation that is likely to be puerto eden hamlet. There is a reasonable amount of flat ground that could be described as a plateau around this peak. Extent was measured from the centroid provided by google maps to the furthest habitation present in puerto eden (likely to be the edge of the hamlet), this radius comfortable covers any area of plateau below the mountain peak which is probably south peak. Low certainty as there are many mountain peaks with no names provided, so south peak could be further to the south still. "
35731,3633734,1962.628,Amphibia,Anura,Leptodactylidae,Chaltenobatrachus grandisonae,"Atelognathus grandisonae (Lynch, 1975)",paratype,Chile,"Plateau below south peak, Puerto Eden, Wellington Island",-49.138973,-74.452947,3.82,25,2.2,"Centroid taken from Puerto Eden, South Peak is not described anywhere in searches, so taking a best guess that south peak is the peak to the SW of the visible habitation that is likely to be puerto eden hamlet. There is a reasonable amount of flat ground that could be described as a plateau around this peak. Extent was measured from the centroid provided by google maps to the furthest habitation present in puerto eden (likely to be the edge of the hamlet), this radius comfortable covers any area of plateau below the mountain peak which is probably south peak. Low certainty as there are many mountain peaks with no names provided, so south peak could be further to the south still. "
46480,1947015,1845.5.25.59,Amphibia,Anura,Leptodactylidae,Batrachyla leptopus,"Batrachyla leptopus Bell, 1843",Type,Chile,Valdivia,-39.81839,-73.242479,30.12,100,2.2,"Both a town and a municipality, as such municipality is used being the larger area and encompassing the town. Centroid found by googling locality description followed by ‘Chile’, google standard (pin drop what’s here on name of place). Extent measured from there to furtherst point on google maps supplied area polygon. High certainty as this covers both the town and the muncipality, overestimating in places. "
46497,1949413,1845.5.25.45,Amphibia,Anura,Leptodactylidae,Pleurodema bibroni,"Pleurodema bibroni Tschudi, 1838",Type,Chile,Chiloe,-42.609558,-73.93713,96.72,75,2.4,"Island off the coast of Chile, found by google maps searching locality description followed by 'Chile'. Google maps area polygons suggest that some smaller islands nearby are also part of this locality. However only one of these falls outside of the extent found by measuring the island that bears the name 'Chiloe' (centroid from 'whats here' placed on island name (i.e. google default centroid), extent measured from there to furtherst point of the polygon of the name bearing island). Due to the remotness of the only outside island I have excluded it as an unlikely collection locality. Certainty lowered due to island outside of polygon. "
46471,1948181,1845.5.25.32,Amphibia,Anura,Leptodactylidae,Hylorina sylvatica,Hylorina silvatica,Type,Chile,Chiloe,-42.609558,-73.93713,96.72,75,2.4,"Island off the coast of Chile, found by google maps searching locality description followed by 'Chile'. Google maps area polygons suggest that some smaller islands nearby are also part of this locality. However only one of these falls outside of the extent found by measuring the island that bears the name 'Chiloe' (centroid from 'whats here' placed on island name (i.e. google default centroid), extent measured from there to furtherst point of the polygon of the name bearing island). Due to the remotness of the only outside island I have excluded it as an unlikely collection locality. Certainty lowered due to island outside of polygon. "
46491,1948035,1936.12.3.82,Amphibia,Anura,Leptodactylidae,Alsodes monticola,Eupsophus monticola,Type,Chile,"Island of Inchy, Chonos Archipelago",,,,,,
46224,1948026,1880.7.28.14,Amphibia,Anura,Leptodactylidae,Alsodes monticola,Eupsophus monticola,Type,Chile,"W. Coast of Patagonia, Puerto Rio Frio",,,,,,
46222,1950532,"1879.8.20.49-56., 55",Amphibia,Anura,Leptodactylidae,Batrachyla leptopus,"Batrachyla leptopus Bell, 1843",Types,Chile,"Puerto Bueno, Magellan Str.",-50.992412,-74.214505,0.88,75,2.7,"Locality description googled to get centroid (standard google maps, from whats here pin drop). Extent measured to furthest point of the bay (Puerto Bueno is a natural harbour), including the seaward edges of the bay entrance. Certainty reduced as range (based on https://amphibiaweb.org/cgi/amphib_query?where-genus=Batrachyla&where-species=leptopus berkelymapper) does not line up with locality. "
44362,3633464,1947.2.16.96,Amphibia,Anura,Ranidae,Batrachyla leptopus,"Batrachyla leptopus Bell, 1843",holotype,Chile,Valdivia,-39.81839,-73.242479,30.12,100,2.2,"Both a town and a municipality, as such municipality is used being the larger area and encompassing the town. Centroid found by googling locality description followed by ‘Chile’, google standard (pin drop what’s here on name of place). Extent measured from there to furtherst point on google maps supplied area polygon. High certainty as this covers both the town and the muncipality, overestimating in places. "
25033,3343733,1947.2.14.62,Amphibia,Anura,Bufonidae,Atelopus spurrelli,"Atelopus spurrelli Boulenger,1914",holotype,Colombia,"Pena Lisa, Condoto, Colombia",,,,,,
5959,1834404,1868.3.4.9,Amphibia,Anura,Bufonidae,Rhaebo glaberrimus,Bufo glaberrimus,Holotype,Colombia,Bogot�,4.705038,-74.069782,27.7,75,2.3,"Capital city of Colombia. Found by googling locality description followed by �Colombia�, centroid used is google default (whats here pin placed on name). Extent measured to furthest point of the google provided area polygon. Some uncertainty as special characters do not show in libre office (assuming the Bogota has an accent over the a)."
81106,1835484,1913.11.12.102,Amphibia,Anura,Bufonidae,Rhaebo hypomelas,Bufo hypomelas,Holotype,Colombia,"Upperwaters of the Condo, Choco, 1200ft",,,,,,
14861,3340655,1916.2.22.1-2,Amphibia,Anura,Bufonidae,Atelopus carrikeri,"Atelopus carrikeri Ruthven, 1916",paratypes,Colombia,"Santa Marta Mts., Colombia",10.833398,-73.700407,126.83,100,2.6,"Mountain range close to Santa Marta, Northern Colombia. Centroid taken from google maps default (pin drop whats here on place name). Extent measured from there to the end of the range. End of range determined to be where there is a break in continuous montains and/or the terrain flattens. This particular range has main highways surrounding it on all sides, by and large these nicely demark the end of the range/mountainous areas (Highways 45, 49, 80, 88, 90 provide reasonable boundaries, however between highways 90 and 49 there is a lack of mountains, equally the range extends between 49 and 88 to Calabacito). High certainty as extent is furthest in the NEE direction, causing overcompensation in the other directions. Also no naming conflicts found. "
9396,3343727,1947.2.14.55,Amphibia,Anura,Bufonidae,Atelopus elegans,"Atelopus elegans (Boulenger, 1882)",syntype,Colombia,"Gorgona Island, Colombia",,,,,,
72852,1927261,1910.7.11.68,Amphibia,Anura,Centrolenidae,Nymphargus grandisonae,Centrolenella grandisonae,Type,Colombia,"Pueblo Rico, Chaco, SW Colombia, 5200ft",,,,,,
76713,1926128,1895.11.16.81,Amphibia,Anura,Hylidae,,Hyla variabilis,Cotype,Colombia,"Cali, 3200ft",3.450863,-76.532552,18.78,100,2.3,"City, centroid found by googling 'Cali, colombia'. Altitude was converted using https://www.metric-conversions.org/length/feet-to-meters.htm (3200ft = 975.36m). Extent was measured using altitude and extent polygon provided by google earth. Altitude was discarded as it did not make referencing any more precise than using the extent polygon's furthest point (North, East and South Cali all had heights of ~975m) only Eastern Cali could be excluded, however, furthest extent to satify both altitude and polygon gave a radius that comfotably includes West Cali. High certainty as no naming conflicts and high overestimation of extent. "
76714,1926126,1947.2.13.18,Amphibia,Anura,Hylidae,,Hyla variabilis,Cotype,Colombia,"Cali, 3200ft",3.450863,-76.532552,18.78,100,2.3,"City, centroid found by googling 'Cali, colombia'. Altitude was converted using https://www.metric-conversions.org/length/feet-to-meters.htm (3200ft = 975.36m). Extent was measured using altitude and extent polygon provided by google earth. Altitude was discarded as it did not make referencing any more precise than using the extent polygon's furthest point (North, East and South Cali all had heights of ~975m) only Eastern Cali could be excluded, however, furthest extent to satify both altitude and polygon gave a radius that comfotably includes West Cali. High certainty as no naming conflicts and high overestimation of extent. "
13522,1926356,1916.4.4.20-21,Amphibia,Anura,Hylidae,Cryptobatrachus boulengeri,Cryptobatrachus boulengeri,Paratypes,Colombia,"Cincinnati Plantation, 5000ft, San Lorenzo, Santa Marta Mts",,,,,,
26583,1926161,1900.2.7.5,Amphibia,Anura,Hylidae,Dendropsophus molitor,Hyla vilsoniana,Type,Colombia,"Savannah, near Bogata, 2600-2900m",,,,,,
81122,1926320,1913.11.12.127-128,Amphibia,Anura,Hylidae,Agalychnis spurrelli,Agalychnis spurrelli,Type,Colombia,"Pena Lisa, Condato, Chaco",,,,,,
72963,1925638,1908.5.29.68-69,Amphibia,Anura,Hylidae,Hyloscirtus palmeri,Hyla palmeri,Types,Colombia,"Jimenez, S.W. Colombia",,,,,,
76712,1926120,1947.2.13.15-17,Amphibia,Anura,Hylidae,,Hyla variabilis,Types,Colombia,"Cali, 3200ft",3.450863,-76.532552,18.78,100,2.3,"City, centroid found by googling 'Cali, colombia'. Altitude was converted using https://www.metric-conversions.org/length/feet-to-meters.htm (3200ft = 975.36m). Extent was measured using altitude and extent polygon provided by google earth. Altitude was discarded as it did not make referencing any more precise than using the extent polygon's furthest point (North, East and South Cali all had heights of ~975m) only Eastern Cali could be excluded, however, furthest extent to satify both altitude and polygon gave a radius that comfotably includes West Cali. High certainty as no naming conflicts and high overestimation of extent. "
76715,1926124,1895.11.16.65-80,Amphibia,Anura,Hylidae,,Hyla variabilis,Types,Colombia,"Cali, 3200ft",3.450863,-76.532552,18.78,100,2.3,"City, centroid found by googling 'Cali, colombia'. Altitude was converted using https://www.metric-conversions.org/length/feet-to-meters.htm (3200ft = 975.36m). Extent was measured using altitude and extent polygon provided by google earth. Altitude was discarded as it did not make referencing any more precise than using the extent polygon's furthest point (North, East and South Cali all had heights of ~975m) only Eastern Cali could be excluded, however, furthest extent to satify both altitude and polygon gave a radius that comfotably includes West Cali. High certainty as no naming conflicts and high overestimation of extent. "
76716,1926122,1947.2.13.19-31,Amphibia,Anura,Hylidae,,Hyla variabilis,Types,Colombia,"Cali, 3200ft",3.450863,-76.532552,18.78,100,2.3,"City, centroid found by googling 'Cali, colombia'. Altitude was converted using https://www.metric-conversions.org/length/feet-to-meters.htm (3200ft = 975.36m). Extent was measured using altitude and extent polygon provided by google earth. Altitude was discarded as it did not make referencing any more precise than using the extent polygon's furthest point (North, East and South Cali all had heights of ~975m) only Eastern Cali could be excluded, however, furthest extent to satify both altitude and polygon gave a radius that comfotably includes West Cali. High certainty as no naming conflicts and high overestimation of extent. "
81123,1926318,1913.11.12.129-130,Amphibia,Anura,Hylidae,Agalychnis spurrelli,Agalychnis spurrelli,Types,Colombia,"Pena Lisa, Condato, Chaco",,,,,,
3968,1947904,1916.4.4.6,Amphibia,Anura,Leptodactylidae,Pristimantis sanctaemartae,Eleutherodactylus sanctae-martae,Cotype,Colombia,Sta. Marta Mts,10.833398,-73.700407,126.83,100,2.6,"Mountain range close to Santa Marta, Northern Colombia. Centroid taken from google maps default (pin drop whats here on place name). Extent measured from there to the end of the range. End of range determined to be where there is a break in continuous montains and/or the terrain flattens. This particular range has main highways surrounding it on all sides, by and large these nicely demark the end of the range/mountainous areas (Highways 45, 49, 80, 88, 90 provide reasonable boundaries, however between highways 90 and 49 there is a lack of mountains, equally the range extends between 49 and 88 to Calabacito). High certainty as extent is furthest in the NEE direction, causing overcompensation in the other directions. Also no naming conflicts found. "
24637,1947903,1916.4.4.4,Amphibia,Anura,Leptodactylidae,Pristimantis sanctaemartae,Eleutherodactylus sanctae-martae,Cotype,Colombia,"San Lorenzo, S. Marta Mts, 6500ft",10.923912,-73.604585,5.12,25,2.6,"Copied from Naomi. Cuchilla San Lorenzo, Sierra Nevada de Santa Marta. Used Google Maps terrain feature to measure furthest distance from centroid out to 1980m (6500ft)."
9678,1947828,1947.2.15.83-84,Amphibia,Anura,Leptodactylidae,Craugastor raniformis,Eleutherodactylus raniformis,Cotypes,Colombia,Cali,3.450863,-76.532552,18.78,100,2.3,"City, centroid found by googling 'Cali, colombia'. Extent was measured using centroid and extent polygon provided by google earth. High certainty as no naming conflicts."
30227,1947827,1947.2.16.16-19,Amphibia,Anura,Leptodactylidae,Craugastor raniformis,Eleutherodactylus raniformis,Cotypes,Colombia,Buenaventura,3.88292,-77.020446,6.83,100,2.3,"Centroid taken from google standard (google maps search Buenaventura, colombia, pin drop from whats here placed on name), extent measured to the furthest point on the google maps area polygon. High certainty as no naming conflicts and extent will overestimate in several directions. "
21931,3633334,1947.2.15.68,Amphibia,Anura,Leptodactylidae,Strabomantis bufoniformis,"Eleutherodactylus bufoniformis (Boulenger,  1896)",holotype,Colombia,Buenaventura,3.88292,-77.020446,6.83,100,2.3,"Centroid taken from google standard (google maps search Buenaventura, colombia, pin drop from whats here placed on name), extent measured to the furthest point on the google maps area polygon. High certainty as no naming conflicts and extent will overestimate in several directions. "
42928,3633322,1947.2.15.53,Amphibia,Anura,Leptodactylidae,Pristimantis calcaratus,"Eleutherodactylus calcaratus (Boulenger,  1908)",holotype,Colombia,"San Antonio | San Antonio, Depto. Valle de Cauca,  S.W. Colombia",,,,,,
72948,3633470,1947.2.16.99,Amphibia,Anura,Leptodactylidae,Pristimantis taeniatus,"Eleutherodactylus taeniatus (Boulenger,1912)",holotype,Colombia,"Noanama, San Juan | Noanama, San Juan, S.W. Colombia",,,,,,
11536,1983854,1929.11.12.4,Amphibia,Anura,Leptodactylidae,Engystomops pustulosus,"Physalaemus pustulosus ruthveni Nutting, 1930",Paratype,Colombia,Santa Marta,11.240112,-74.21201,7.86,100,2.3,City in northern colombia. Found by googling locality description followed by 'colombia'. Centroid taken from google standard (whats here pin drop on name of place). Extent measured from there to furthest edge of google maps polygon. High certainty as no naming conflicts. 
36166,3632778,1929.11.12.4,Amphibia,Anura,Leptodactylidae,Engystomops pustulosus,"Physalaemus pustulosus ruthveni Nutting, 1930",paratype,Colombia,Santa Marta,11.240112,-74.21201,7.86,100,2.3,City in northern colombia. Found by googling locality description followed by 'colombia'. Centroid taken from google standard (whats here pin drop on name of place). Extent measured from there to furthest edge of google maps polygon. High certainty as no naming conflicts. 
43365,3633306,1947.2.15.37,Amphibia,Anura,Leptodactylidae,Geobatrachus walkeri,"Geobatrachus walkeri (Ruthven, 1915)",paratype,Colombia,"Santa Marta Mountains | Santa Marta Mountains, N. Colombia",10.833398,-73.700407,126.83,100,2.6,"Mountain range close to Santa Marta, Northern Colombia. Centroid taken from google maps default (pin drop whats here on place name). Extent measured from there to the end of the range. End of range determined to be where there is a break in continuous montains and/or the terrain flattens. This particular range has main highways surrounding it on all sides, by and large these nicely demark the end of the range/mountainous areas (Highways 45, 49, 80, 88, 90 provide reasonable boundaries, however between highways 90 and 49 there is a lack of mountains, equally the range extends between 49 and 88 to Calabacito). High certainty as extent is furthest in the NEE direction, causing overcompensation in the other directions. Also no naming conflicts found. "
43366,3633304,1947.2.15.36,Amphibia,Anura,Leptodactylidae,Geobatrachus walkeri,"Geobatrachus walkeri (Ruthven, 1915)",paratype,Colombia,"Santa Marta Mountains | Santa Marta Mountains, N. Colombia",10.833398,-73.700407,126.83,100,2.6,"Mountain range close to Santa Marta, Northern Colombia. Centroid taken from google maps default (pin drop whats here on place name). Extent measured from there to the end of the range. End of range determined to be where there is a break in continuous montains and/or the terrain flattens. This particular range has main highways surrounding it on all sides, by and large these nicely demark the end of the range/mountainous areas (Highways 45, 49, 80, 88, 90 provide reasonable boundaries, however between highways 90 and 49 there is a lack of mountains, equally the range extends between 49 and 88 to Calabacito). High certainty as extent is furthest in the NEE direction, causing overcompensation in the other directions. Also no naming conflicts found. "
77194,1947528,1916.4.4.5,Amphibia,Anura,Leptodactylidae,Pristimantis delicatus,Eleutherodactylus delicatus,Paratype,Colombia,"S. Lorenzo Mt., Sta. Marta Mts, 5000ft",11.114227,-74.033869,5.84,25,2.6,"Copied from Naomi (and rechecked) Ft to m done on https://www.metric-conversions.org/length/feet-to-meters.htm 5000ft = 1524m, altitude extent checked on google earth for chrome browser, measured from google centroid to furthest point where altitude requirement was met. Mountain extent (and coords) update from Naomi data, found from google maps search, default centroid used, uncertainty due to difficulties in determining mountain extent (measured to furthest point on plateaus between other named mountains). Cuchilla San Lorenzo, Sierra Nevada de Santa Marta. Used Google Maps terrain feature to measure furthest distance from centroid out to 1500m (5000ft)."
43359,3633460,1947.2.16.93,Amphibia,Anura,Leptodactylidae,Pristimantis sanctaemartae,"Eleutherodactylus sanctaemartae (Ruthven,  1917)",syntype,Colombia,"San Lorenzo, Santa Marta Mountains",11.114227,-74.033869,8.02,25,2.6,"Copied from Naomi (and rechecked) Ft to m done on https://www.metric-conversions.org/length/feet-to-meters.htm 5000ft = 1524m, altitude extent checked on google earth for chrome browser, measured from google centroid to furthest point where altitude requirement was met. Mountain extent (and coords) update from Naomi data, found from google maps search, default centroid used, uncertainty due to difficulties in determining mountain extent (measured to furthest point on plateaus between other named mountains). Cuchilla San Lorenzo, Sierra Nevada de Santa Marta. Used Google Maps terrain feature to measure furthest distance from centroid out to 1500m (5000ft)."
43362,3633468,1947.2.16.98,Amphibia,Anura,Leptodactylidae,Pristimantis sanctaemartae,"Eleutherodactylus sanctaemartae (Ruthven,  1917)",syntype,Colombia,Santa Marta Mountains,10.833398,-73.700407,126.83,100,2.6,"Mountain range close to Santa Marta, Northern Colombia. Centroid taken from google maps default (pin drop whats here on place name). Extent measured from there to the end of the range. End of range determined to be where there is a break in continuous montains and/or the terrain flattens. This particular range has main highways surrounding it on all sides, by and large these nicely demark the end of the range/mountainous areas (Highways 45, 49, 80, 88, 90 provide reasonable boundaries, however between highways 90 and 49 there is a lack of mountains, equally the range extends between 49 and 88 to Calabacito). High certainty as extent is furthest in the NEE direction, causing overcompensation in the other directions. Also no naming conflicts found. "
42925,3633452,1947.2.16.86-87,Amphibia,Anura,Leptodactylidae,Pristimantis palmeri,"Eleutherodactylus palmeri (Boulenger, 1912)",syntypes,Colombia,"Pueblo Rico | Pueblo Rico, Choco, S.W. Colombia",5.223111,-76.032841,26.35,25,2.2,"Copied from Naomi. Pueblo Rico, Risaralda. Extent furthest point from centroid within Pueblo Rico in Risaralda district, as defined by Google Maps boundaries. I gave 25% certainty as borders have likely changed, and as there was no Pueblo Rico located in the South West of the country this appeared to be the most likely habitat."
3530,1947426,1947.2.15.68,Amphibia,Anura,Leptodactylidae,Strabomantis bufoniformis,"Eleutherodactylus bufoniformis (Boulenger,  1896)",Type,Colombia,Buenaventura,3.88292,-77.020446,6.83,100,2.3,"Centroid taken from google standard (google maps search Buenaventura, colombia, pin drop from whats here placed on name), extent measured to the furthest point on the google maps area polygon. High certainty as no naming conflicts and extent will overestimate in several directions. "
11198,1947545,1895.11.16.55,Amphibia,Anura,Leptodactylidae,Pristimantis erythropleura,"Eleutherodactylus erythropleura (Boulenger,  1896)",Type,Colombia,"Cali, 3200ft",3.450863,-76.532552,18.78,100,2.3,"City, centroid found by googling 'Cali, colombia'. Altitude was converted using https://www.metric-conversions.org/length/feet-to-meters.htm (3200ft = 975.36m). Extent was measured using altitude and extent polygon provided by google earth. Altitude was discarded as it did not make referencing any more precise than using the extent polygon's furthest point (North, East and South Cali all had heights of ~975m) only Eastern Cali could be excluded, however, furthest extent to satify both altitude and polygon gave a radius that comfotably includes West Cali. High certainty as no naming conflicts and high overestimation of extent. "
72831,1947428,1909.4.30.79,Amphibia,Anura,Leptodactylidae,Pristimantis calcaratus,"Eleutherodactylus calcaratus (Boulenger,  1908)",Type,Colombia,"S. Antonio, S.W. Colombia",,,,,,
72879,1947917,1909.10.30.41,Amphibia,Anura,Leptodactylidae,Pristimantis taeniatus,"Eleutherodactylus taeniatus (Boulenger,1912)",Type,Colombia,"Noanama, S. Juan, S.W. Colombia",,,,,,
77187,1948083,1947.2.15.36,Amphibia,Anura,Leptodactylidae,Geobatrachus walkeri,"Geobatrachus walkeri (Ruthven, 1915)",Type,Colombia,"Santa Marta Mts, N. Colombia",10.833398,-73.700407,126.83,100,2.6,"Mountain range close to Santa Marta, Northern Colombia. Centroid taken from google maps default (pin drop whats here on place name). Extent measured from there to the end of the range. End of range determined to be where there is a break in continuous montains and/or the terrain flattens. This particular range has main highways surrounding it on all sides, by and large these nicely demark the end of the range/mountainous areas (Highways 45, 49, 80, 88, 90 provide reasonable boundaries, however between highways 90 and 49 there is a lack of mountains, equally the range extends between 49 and 88 to Calabacito). High certainty as extent is furthest in the NEE direction, causing overcompensation in the other directions. Also no naming conflicts found. "
77188,1948085,1947.2.15.37,Amphibia,Anura,Leptodactylidae,Geobatrachus walkeri,"Geobatrachus walkeri (Ruthven, 1915)",Type,Colombia,"Santa Marta Mts, N. Colombia",10.833398,-73.700407,126.83,100,2.6,"Mountain range close to Santa Marta, Northern Colombia. Centroid taken from google maps default (pin drop whats here on place name). Extent measured from there to the end of the range. End of range determined to be where there is a break in continuous montains and/or the terrain flattens. This particular range has main highways surrounding it on all sides, by and large these nicely demark the end of the range/mountainous areas (Highways 45, 49, 80, 88, 90 provide reasonable boundaries, however between highways 90 and 49 there is a lack of mountains, equally the range extends between 49 and 88 to Calabacito). High certainty as extent is furthest in the NEE direction, causing overcompensation in the other directions. Also no naming conflicts found. "
1465,1948477,1909.4.30.80,Amphibia,Anura,Leptodactylidae,Hypodactylus mantipus,Leptodactylus mantipus,Type,Colombia,"S. Antonio, S.W. Colombia",,,,,,
30497,1947425,1947.2.15.71,Amphibia,Anura,Leptodactylidae,Pristimantis w-nigrum,Eleutherodactylus buergeri,Type,Colombia,"Alto de Sibate, near Bogota, 2800m",,,,,,
47978,1947076,1947.2.17.28,Amphibia,Anura,Leptodactylidae,Ceratophrys calcarata,Ceratophrys calcarata,Type,Colombia,,3.901154814,-73.07336873,953.16,100,2.1,"Coordinates taken from the country centroid sheet. Entered into google maps, to get pin drop. Extent measured from there to the furthest country border as shown on google maps using the measure distance tool. High certainty as locality is low resolution and relatively easy to determine."
81252,1947889,1916.4.25.28,Amphibia,Anura,Leptodactylidae,Pristimantis roseus,Eleutherodactylus roseus,Type,Colombia,"Andagoya, Choco",,,,,,
72824,1947794,1910.7.11.64-65,Amphibia,Anura,Leptodactylidae,Pristimantis palmeri,"Eleutherodactylus palmeri (Boulenger, 1912)",Types,Colombia,"Pueblo Rico, Choco, S.W. Colombia, 5200ft",,,,,,
29559,3347171,1976.1378,Amphibia,Anura,Microhylidae,Otophryne pyburni,"Otophryne pyburni Campbell and Clarke, 1998",paratype,Colombia,"Wacara, Vaupes, Colombia",0.710146,-70.74346,255.62,25,2.2,"Copied from Naomi. Vaup�s. Extent furthest point from centroid within Vaup�s department (Amazonas Region), as defined by Google Maps boundaries. Gave 25% certainty score as boundaries for this location as Wacara could not be located within Vaupes."
34544,3344127,1947.2.31.25,Amphibia,Anura,Microhylidae,Elachistocleis ovalis,"Elachistocleis ovalis (Schneider,1799)",paratype,Colombia,"Fundacion, Colombia",10.52144,-74.186748,2.22,25,2.2,"Copied from Naomi. Fundaci�n, Magdalena. Extent furthest point from centroid within Magdalena district, as defined by Google Maps boundaries. Gave 25% certainty score as boundaries for this location has likely shifted greatly."
